id,director
85628,"Antonín Moskalyk, nan, nan"
85633,Les Blank
85637,Les Blank
85638,"Victor Sjöström, Frances Marion, nan"
85639,"Nicholas Ray, nan, nan, nan"
85640,"nan, nan, nan, Frank Tuttle, Jerry Paris, Jerry Paris, nan, nan, nan, Hall Bartlett, Hall Bartlett, Hall Bartlett, Hall Bartlett, nan, nan, nan, nan"
85642,Les Blank
85643,"Les Blank, Les Blank, Les Blank, Maureen Gosling"
85644,"Buzz Kulik, William Castle"
85648,"George Seaton, nan, nan, nan, nan"
85651,"nan, nan, nan, Noel Nosseck, nan, nan, nan, nan"
85652,"Nicholas Ozeki, Nicholas Ozeki"
85654,"Duncan Gibbins, nan, nan"
85656,"Noboru Iguchi, Noboru Iguchi"
85657,"Matthew Gordon, nan"
85658,Les Blank
85670,"Clarence Brown, nan"
85672,"Don Schain, nan, nan, Don Schain"
85673,"Roger Corman, nan, Cirio H. Santiago, Cirio H. Santiago, nan, nan"
85674,"nan, Eddie Romero, Eddie Romero, Eddie Romero, Roger Corman, nan, nan, nan, nan, nan, nan"
85677,"nan, nan, nan, nan, nan, nan, nan, nan, Edmund Goulding, nan, nan, nan, nan, nan"
85685,"Cecil B. DeMille, Cecil B. DeMille, nan, nan, nan, Mitchell Leisen, nan, Frank Urson"
85689,"George Fitzmaurice, Frances Marion"
85690,Chris Kraus
85692,"Shôhei Imamura, Shôhei Imamura, nan, nan, nan"
85693,"Will Finn, Tom Owens"
85695,"Curtis Harrington, nan, nan, nan, nan"
85696,"John McKay, John McKay"
85699,"Helmut Dietl, Helmut Dietl, nan"
85702,"Takeshi Koike, nan, Katsuhito Ishii, Katsuhito Ishii, nan, nan, nan"
85708,Manish Gupta
85709,"Lu Zhang, Lu Zhang, nan"
85711,"nan, nan, Øystein Karlsen, Øystein Karlsen"
85715,"Aleksandr Dovzhenko, Aleksandr Dovzhenko"
85721,Eric Merola
85729,"Vera Storozheva, Natalia Nazarova"
85735,"Frédéric Beigbeder, Frédéric Beigbeder"
85739,"Stefano Sollima, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
85741,"nan, Ismaël Ferroukhi, Ismaël Ferroukhi"
85743,"Ruben Östlund, Ruben Östlund, nan"
85753,"Christian I. Nyby II, nan, nan"
85755,Christian I. Nyby II
85758,Christian I. Nyby II
85763,"nan, nan, nan, nan, nan, nan, Lewis Gilbert, nan, nan, nan, nan, nan, nan, nan, nan"
85765,"Joseph Losey, nan, nan, Reginald Beck, nan"
85766,"Dick Proenneke, Bob Swerer Jr., Bob Swerer Sr."
85768,"nan, nan, nan, Juan Felipe Orozco, Juan Felipe Orozco, nan, nan, nan, nan, nan"
85769,"Theo Angelopoulos, Theo Angelopoulos, nan, nan, nan"
85778,Freida Lee Mock
85783,"Stuart Heisler, nan, nan"
85784,"nan, nan, nan, nan, nan, nan, Romolo Guerrieri, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
85787,Kimio Yabuki
85788,"Niall MacCormick, nan"
85790,Koji Yamamura
85793,Osamu Tezuka
85813,Pasupuleti Krishna Vamsi
85814,"Mark Robson, nan, nan, nan, Herbert Kline, nan, nan"
85819,"Matt McCormick, Matt McCormick"
85820,"Robert Wise, nan, nan, nan, nan, nan"
85821,"Mike Ott, Mike Ott, nan"
85822,Pip Chodorov
85827,"James B. Clark, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
85834,"Volker Schlöndorff, Jean-Daniel Pollet"
85836,"Takashi Miike, nan, nan"
85837,"nan, nan, nan, nan, nan, nan, Arthur Marks, Arthur Marks, nan, nan, nan, nan, nan"
85840,George Seaton
85841,"nan, Robert D. Webb"
85844,"Kenji Mizoguchi, nan, nan, nan, nan, nan, nan, nan"
85854,"Roger Corman, Roger Corman, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
85860,"Brandon Trost, Brandon Trost, Jason Trost, Jason Trost"
85870,"Florent-Emilio Siri, nan, nan, nan, Julien Rappeneau, Julien Rappeneau, nan, nan, nan, nan, nan, nan, nan, nan, nan"
85872,"nan, Daniel Cohen, Daniel Cohen"
85873,"David A. Cross, David A. Cross, David A. Cross"
85876,"nan, Ernst Lubitsch, Ernst Lubitsch, nan, Cedric Gibbons, nan, nan, nan, Andrew Marton, nan, nan, Richard Day, nan"
85878,"Chen Kuo-Fu, nan, nan, nan, Tom Lin, Tom Lin, nan, nan, nan"
85883,"Bernard Émond, Bernard Émond"
85886,"nan, Pedro Lazaga, nan"
85887,"Lee Rose, nan, nan, nan"
85889,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Jon S. Baird, Jon S. Baird, Jon S. Baird, nan, Trudie Styler, nan, nan, nan, nan, nan, nan, nan, nan, nan"
85901,"Viktor Ivanov, Viktor Ivanov, nan, nan"
85904,"Philippe Garrel, Philippe Garrel, nan, nan"
85910,Hal Ashby
85916,"nan, Ray Dennis Steckler, Ray Dennis Steckler, Ray Dennis Steckler, nan"
85926,"Kirk Douglas, nan, nan, nan, nan, nan, Richard Quine, Richard Quine, nan, nan, nan"
85927,"Marguerite Duras, Marguerite Duras"
85941,"Jeffrey W. Byrd, nan"
85942,"Jacques Demy, Jacques Demy, nan"
85944,"Rob Zombie, nan, nan, Jay Chapman, nan, nan, nan, nan, nan, nan"
85948,"nan, David Fisher, David Fisher, nan, nan"
85949,"nan, nan, nan, nan, nan, nan, nan, nan, nan, Paul Ziller, nan, nan, nan, nan, nan"
85956,Brett Haley
85959,"Jung Sung-il, Jung Sung-il"
85963,"John Pirozzi, Angela Ismailos"
85966,"Jonathan Kaplan, George Armitage, nan, nan, Roger Corman"
85968,"Alan Holleb, Alan Holleb, nan, Roger Corman"
85971,"Barbara Peeters, Barbara Peeters, nan, nan, nan, nan, nan, nan"
85984,"Shari Springer Berman, Robert Pulcini, nan, Alicia Sams, nan"
85988,"Ville Jankeri, Ville Jankeri, nan"
86000,Song Il-gon
86004,"nan, Aamir Khan, nan, Farhan Akhtar, Farhan Akhtar, nan, Zoya Akhtar, Zoya Akhtar, nan, nan, nan, nan, Reema Kagti, Reema Kagti, Reema Kagti, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86023,David Bailey
86040,Peter Bogdanovich
86049,"nan, nan, nan, Carol Reed, nan"
86059,"nan, nan, Peter Glenville"
86063,Urs Schnell
86068,"nan, nan, Kevin Connor, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86077,Jiska Rickels 
86081,"Raoul Walsh, Raoul Walsh, nan, nan, nan"
86082,"Frank Capra, Anatole Litvak"
86084,"Frank Capra, Anatole Litvak"
86087,"Rowland Brown, nan, nan, Rowland Brown, David O. Selznick, nan, nan, nan, nan, nan, nan"
86093,Susan Seidelman
86096,"Marguerite Duras, Marguerite Duras, Jean Mascolo, Jean Mascolo, Jean-Marc Turine, Jean-Marc Turine"
86097,Gerald Peary
86099,Birgit Möller
86118,"Adam Foulkes, Adam Foulkes, Alan Smith, Alan Smith, nan, nan, nan, nan"
86120,"Edward Steichen, nan, nan"
86126,"Orlando Lübbert, Orlando Lübbert, nan, nan, nan, nan, nan, nan"
86131,"nan, Larry Peerce, nan"
86133,"Michael Chapman, nan, nan, nan, Richard C. Sarafian, Aram Avakian"
86154,"Eduardo Mignogna, nan, nan, Eduardo Mignogna, nan"
86157,"Semyon Aranovich, nan, nan, nan"
86168,"nan, Ronald Neame, Stuart Millar, nan, nan, nan, nan"
86172,"Beto Brant, Beto Brant, nan, Renato Ciasca, Renato Ciasca, nan"
86177,"Sande N. Johnsen, nan"
86182,"Radley Metzger, Radley Metzger"
86186,"nan, Douglas Barr, nan"
86190,"Stanley A. Long, nan, Stanley A. Long"
86193,"Anthony M. Lanza, nan, John Lawrence, John Lawrence, nan, Anthony M. Lanza"
86201,"nan, Jamaa Fanaka, Jamaa Fanaka, nan"
86207,"Ernest Pintoff, nan, nan, nan, nan, nan, nan"
86209,"Jonathan Demme, Roger Corman, Evelyn Purcell, Michael W. Watkins, nan, Jonathan Demme"
86210,John Hayes
86211,"Robert Mugge, nan"
86215,"nan, nan, nan, nan, Justin Price, Justin Price, Justin Price, Justin Price, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86221,nan
86223,"Mats Helge, Anders Nilsson, Mats Helge"
86225,"John Guillermin, nan, nan, nan, nan, nan, nan"
86231,"nan, Mark Rosenthal, Mark Rosenthal"
86232,"Josef von Sternberg, Josef von Sternberg, Josef von Sternberg, nan, nan, nan, Lee Garmes, nan, nan, nan, nan"
86233,Larry Peerce
86234,"Nelson Pereira dos Santos, Nelson Pereira dos Santos, nan, nan"
86235,"Stewart Raffill, Stewart Raffill, nan, nan, nan, nan, nan, nan, nan, nan"
86236,"nan, nan, Philip Leacock, nan, nan, nan, nan, nan, nan, nan"
86239,"Robert Clouse, Robert Clouse"
86240,"John Frankenheimer, nan"
86241,"nan, nan, Robert Altman, nan, nan, nan, Alan Rudolph, Alan Rudolph, nan, nan"
86244,"Samuel Fuller, Samuel Fuller"
86251,"Bruno Mattei, Bruno Mattei, Claudio Fragasso"
86252,"Jim VanBebber, Jim VanBebber"
86254,"nan, nan, nan, nan, nan, nan, nan, nan, Jim Wynorski, Jim Wynorski, nan, nan, nan, nan, nan, nan, nan"
86256,"Mehmet Aslan, nan, nan"
86258,Robert Rossen
86261,"Hong Sang-soo, Hong Sang-soo, nan, nan"
86262,"Hong Sang-soo, Hong Sang-soo"
86266,"nan, Hong Sang-soo, Hong Sang-soo, nan"
86267,"nan, Hong Sang-soo, nan, nan, nan"
86269,"Tim Kincaid, Tim Kincaid, nan, nan, nan"
86271,William Girdler
86274,"Marc Evans, nan"
86279,"Mahesh Manjrekar, Mahesh Manjrekar, Sanjay Jadhav"
86282,"Wang Bing, Wang Bing, Wang Bing, nan, nan, nan, nan"
86283,"nan, Simon Wincer, nan, nan, nan, nan, Vincent Monton, nan, nan"
86284,"Alex March, nan, nan, nan"
86295,"David Hemmings, nan, nan, nan, John Laing, nan, nan, Vincent Monton"
86297,"nan, nan, nan, nan, Joshua Logan, Joshua Logan, nan, nan, nan, nan, nan, nan, nan"
86303,Ritwik Ghatak
86304,"Jason Trost, Jason Trost"
86305,"John Geddes, John Geddes"
86320,"Eduardo Coutinho, Eduardo Coutinho"
86321,"Eduardo Coutinho, Eduardo Coutinho"
86324,"Walter Carvalho, João Moreira Salles, João Moreira Salles"
86326,"nan, Richard Friedman, nan, nan"
86331,"Laurent Bouhnik, Laurent Bouhnik, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86332,"Constantine S. Gochis, nan"
86337,"Fritz Kiersch, nan, nan"
86360,"David Butler, nan, nan, nan"
86363,"Burt Kennedy, Andrew V. McLaglen, nan"
86369,Martine Dugowson
86381,"nan, nan, Perry Moore, Spike Jonze, Spike Jonze, nan, nan, nan, Lance Bangs, Lance Bangs, Hunter Hill, Chiemi Karasawa, Mary Wharton, nan, nan"
86382,"nan, nan, Sergey Bondarchuk, Sergey Bondarchuk, nan"
86391,"Stéphane Robelin, nan, nan, nan"
86404,"Bob Swaim, Bob Swaim, Bob Swaim, nan"
86410,"Maurizio del Piccolo, Roberto del Piccolo, Trevor Gittings"
86412,"William Joyce, Brandon Oldenburg"
86413,"Carl Lerner, nan, Lionel Rogosin, Lionel Rogosin, Lionel Rogosin, nan, nan, nan"
86416,"nan, William Castle, nan, nan, nan, nan, nan, Earl Bellamy, nan, nan, nan, Paul Murphy"
86431,"nan, Zoltán Huszárik, Zoltán Huszárik, Zoltán Huszárik, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86440,"Gerardo Naranjo, Gerardo Naranjo"
86455,Ken Mills
86457,"nan, Harold D. Schuster, nan, Lee Garmes, John Francis Dillon, nan, nan, nan, nan, nan, nan, nan"
86458,"Paul Morrissey, Paul Morrissey, nan"
86462,Matt Cimber
86463,Lech Kowalski
86467,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, Uberto Pasolini, nan, nan, nan, nan, nan, nan, Nick Ormerod, Declan Donnellan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86472,"nan, nan, Steve Reeves, Enzo Barboni, nan, Camillo Bazzoni, nan, nan, nan, nan, nan, nan, nan"
86482,"André Delvaux, nan, nan, André Delvaux, nan, nan, nan, nan, nan, nan, Ghislain Cloquet, nan"
86483,"Jim Wynorski, Jim Wynorski, nan"
86493,"Erwin C. Dietrich, nan, Erwin C. Dietrich, nan, Erwin C. Dietrich, nan, nan, nan"
86495,"nan, nan, nan, nan, nan, nan, nan, nan, Ryan Redford, Ryan Redford, nan, nan, nan, nan, nan, nan, nan, nan"
86497,"Gustav Wiklund, Gustav Wiklund"
86500,"Martin Scorsese, Arne Glimcher"
86508,"Jesús Franco, Erwin C. Dietrich, Erwin C. Dietrich, nan, nan, nan, nan, nan, nan, nan, nan"
86517,"Don Hertzfeldt, Don Hertzfeldt, Don Hertzfeldt"
86520,"Masahiro Shinoda, nan, Masahiro Shinoda, nan, nan, nan, nan"
86522,Andy Wells
86531,"Daniel Ribeiro, Daniel Ribeiro"
86532,"Damian Nenow, Damian Nenow, nan"
86541,"nan, nan, Javier Ruiz Caldera, nan, nan, nan, nan, nan, nan"
86543,"Christopher Cain, nan"
86549,Eldar Rapaport
86555,"Sarah Polley, Sarah Polley, Sarah Polley, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86556,"Bob Gebert, Bob Gebert"
86576,"Mahesh Bhatt, nan, Pooja Bhatt, Pooja Bhatt, nan, nan, nan, nan, nan, nan"
86577,"Tom Shadyac, Roko Belic, Roko Belic, Roko Belic, nan, nan, nan, nan, Frances Reid, nan"
86593,"Dexter Fletcher, Dexter Fletcher, nan"
86594,Harald Reinl
86597,"nan, nan, nan, nan, Pascal Laugier, Pascal Laugier, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86598,Richard A. Colla
86600,"nan, nan, Barry Levinson, Barry Levinson, Jonathan Lynn, nan, nan, Ken Hughes, nan"
86603,"Dean Cundey, Don Edmonds, Don Edmonds, Don Edmonds, nan, nan, nan, Robert Freeman, nan, nan, nan"
86604,"nan, nan, nan, nan, nan, nan, John Sturges, nan, nan, nan, Garson Kanin, nan"
86608,"John Wayne, nan, William A. Wellman, nan, nan, nan, nan, nan, nan"
86616,"John Frankenheimer, nan, nan"
86632,Jim Monaco
86633,"Don Dohler, Don Dohler, Don Dohler, Don Dohler, nan, nan, nan, nan, nan, nan"
86637,"Tulio Demicheli, nan, nan, nan"
86640,"Michele Massimo Tarantini, Michele Massimo Tarantini, Michele Massimo Tarantini, Michele Massimo Tarantini, nan, nan, nan, nan, nan, nan, nan"
86643,"Pete Walker, nan, Pete Walker"
86647,"Jesús Franco, Jesús Franco, Erwin C. Dietrich, nan, nan"
86655,Allan King
86658,"Bill Zebub, Bill Zebub"
86664,"nan, Kô Nakahira"
86666,"nan, Seijun Suzuki, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86667,"nan, nan, Robert Day, nan, nan, Douglas Hickox, nan, Richard Gordon, nan, nan, nan, nan, nan, nan"
86680,"nan, nan, nan, Camilo Vila, nan, nan, nan, nan, nan, nan"
86682,"Lloyd Kaufman, Patrick G. Donahue"
86685,Dan Clark
86700,"nan, Edward Fu, nan, nan"
86703,"David Michael Latt, nan, Christopher Ray, nan, nan, nan, nan, nan"
86705,"nan, nan, Ryan Polito, nan, nan, nan, Jake Szymanski, nan"
86707,"Sakari Kirjavainen, nan"
86709,"nan, nan, Steven Bernstein, Ernest R. Dickerson, nan, nan, nan, nan, nan, nan, nan"
86713,"Denis Rabaglia, nan, nan, Denis Rabaglia, Denis Rabaglia"
86718,"nan, A.R. Murugadoss, A.R. Murugadoss, A.R. Murugadoss, nan, nan, nan, nan, nan, nan, nan, nan"
86726,"nan, nan, Kevin Tostado, nan, Kevin Tostado, nan, nan, nan, nan, Kevin Tostado"
86727,"Pierre Schoendoerffer, Pierre Schoendoerffer, nan"
86732,"Miklós Jancsó, nan, nan, nan, nan, nan, nan, nan"
86750,Allan King
86751,Allan King
86759,"Victor Salva, Victor Salva, Victor Salva, nan, Don E. FauntLeRoy, Don E. FauntLeRoy, nan, nan"
86763,"nan, Mick Jackson, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86764,"Barbet Schroeder, Éric Rohmer, Éric Rohmer, Éric Rohmer, nan, Jackie Raynal"
86768,"Henry S. Kesler, nan, Henry S. Kesler, nan, nan, nan, nan, Henry S. Kesler, nan, nan, nan"
86772,"Sam Newfield, nan, nan, nan, nan"
86777,"Samuel Fuller, Samuel Fuller, nan"
86778,"nan, Joseph L. Mankiewicz, nan"
86782,"nan, Carl Lerner, nan, nan, nan, Fielder Cook, nan, nan, nan, nan, nan"
86785,"Pere Portabella, nan, Francesco Rosi, Francesco Rosi, nan"
86791,"Takeshi Mori, nan, nan"
86792,"Marc S. Grenier, nan"
86812,"nan, nan, Zal Batmanglij, Zal Batmanglij"
86814,"Chantal Akerman, Chantal Akerman, nan, nan, nan, nan, Babette Mangolte, nan, nan, nan, nan, nan"
86816,"nan, nan, nan, nan, nan, Robert Aldrich, Robert Aldrich, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86817,"Nicolás Alcalá, Nicolás Alcalá, Nicolás Alcalá, nan, nan, nan, David Rodriguez, nan, nan, nan"
86819,"nan, Tomáš Luňák"
86820,"nan, Abel Ferrara, Abel Ferrara, nan, nan, nan, nan, Pablo Larraín, nan, nan, nan, nan, nan, nan, nan"
86821,"Chris Mortensen, Chris Mortensen, Chris Mortensen, John Corry, nan, nan"
86822,"nan, nan, nan, Terrence Malick, Terrence Malick, Bill Pohlad, nan, nan, nan, nan, nan"
86823,"Koreyoshi Kurahara, nan, nan"
86825,"Ridley Scott, Tony Scott, nan, nan, nan, nan, nan, Park Chan-wook, nan, nan, nan, nan, nan, nan"
86828,"Terry Jones, Terry Jones, nan, nan, nan, nan, nan, nan"
86829,"Joel Coen, Ethan Coen, Ethan Coen, Joel Coen, nan, nan, Ethan Coen, Joel Coen, nan, nan, Joel Coen, nan, nan, nan, Ethan Coen, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86834,"nan, nan, nan, nan, nan, nan, nan, Darren Aronofsky, Darren Aronofsky, Darren Aronofsky, nan, nan, nan, nan, nan, nan, Satoshi Kon, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, David Greene"
86835,"nan, nan, Jack Fisk, nan, nan, nan, nan, nan, Terrence Malick, Terrence Malick, nan, nan, nan, nan, nan, nan, nan, A.J. Edwards, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86837,"nan, nan, Michael Haneke, Michael Haneke, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86838,"Martin McDonagh, Martin McDonagh, nan, nan, Martin McDonagh, nan, nan, nan, nan, nan, nan"
86843,"Terry Dougas, Nikki Frakes, Will Hess"
86850,Jon Shenk
86868,"nan, nan, nan, nan, nan, nan, nan, Thomas Gilou, Michel Munz, Gérard Bitton, nan"
86889,"nan, Dan Curtis"
86901,"William Beaudine, nan, nan, nan, nan, nan, nan"
86913,"Adam Park, Adam Park"
86920,"Charles Crichton, Charles Crichton, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
86942,"Alejandro Jodorowsky, Alejandro Jodorowsky, Nicholas Niciphor, nan, nan"
86955,"Oscar Micheaux, Oscar Micheaux, Oscar Micheaux"
86956,"Zoltan Korda, nan, nan, nan"
86959,Randal Kleiser
86970,"Russell Mulcahy, nan, nan"
86971,"Todor Chapkanov, Declan O'Brien"
86975,"Robert M. Young, Robert M. Young"
86979,"nan, nan, nan, nan, Alastair Reid, nan, nan, nan"
86980,"Staffan Lindberg, nan"
86983,"nan, Simon Kaijser, Simon Kaijser, nan, nan, nan, nan, nan, nan, nan"
86985,"Christian E. Christiansen, nan"
86987,"Magnus Martens, Magnus Martens, nan, nan, nan"
86990,"nan, John Huston, John Huston"
86997,"Moustapha Akkad, nan, nan, nan, nan, Moustapha Akkad, nan, nan, nan, nan, nan"
87017,"nan, nan, Enrique Buchichio, Enrique Buchichio, Enrique Buchichio, nan, nan, nan, nan, nan, nan, nan"
87018,"David A. Prior, Tom Stout"
87022,Nicole van Kilsdonk
87035,"Maria Peters, nan, Dave Schram, nan"
87060,"nan, Pen Tennyson, nan"
87061,"Serge Bromberg, Eric Lange"
87063,"nan, nan, nan, Pedro Costa, Pedro Costa, nan, nan"
87065,Terry Zwigoff
87078,"Scott McGehee, David Siegel, Scott McGehee, David Siegel, Scott McGehee, David Siegel, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
87081,Sean Baker
87090,"Lezli-An Barrett, Lezli-An Barrett, nan, nan, nan, nan, nan, nan, Menahem Golan"
87093,"Larry Karaszewski, Tim Burton, nan, Tim Burton, Scott Alexander, Larry Karaszewski, nan, nan, nan, Bob Weinstein, Harvey Weinstein, nan, nan, Scott Alexander"
87098,"nan, Amanda Pope, Amanda Pope, Amanda Pope, Tchavdar Georgiev, Tchavdar Georgiev, Tchavdar Georgiev, Tchavdar Georgiev, nan, nan"
87101,"nan, nan, James Cameron, nan, nan, nan, nan, nan, nan, nan, nan, Alexander Witt, nan, nan, nan, nan, nan, Patrick Lussier, Patrick Lussier, nan, nan, nan, nan, nan, nan, Alan Taylor, Alan Taylor, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
87115,"Alexander Korda, nan, nan, Francis D. Lyon, nan, Frances Marion, nan, Jacques Feyder, nan, nan, nan, nan, nan, nan"
87122,"Stuart Gillard, Stuart Gillard"
87123,"George Abbott, Mervyn LeRoy, nan, nan, nan"
87148,"Claudio Fragasso, Claudio Fragasso"
87151,"Menahem Golan, nan, Bryan Forbes, Bryan Forbes, Sidney Sheldon"
87169,nan
87178,"nan, Andrew Leman, Sean Branney"
87190,"Robby Henson, Robby Henson"
87194,"nan, nan, Tex Avery"
87199,"Marcelo Gomes, Karim Aïnouz, Karim Aïnouz, Marcelo Gomes"
87204,"Richard Hobert, Richard Hobert"
87229,"Valdís Óskarsdóttir, Valdís Óskarsdóttir, nan, nan"
87233,Kevin Smith
87235,Louis Malle
87245,"nan, nan, René Clément, René Clément, nan, nan, nan, nan, nan, nan, nan, nan"
87267,"Dalton Trumbo, John Frankenheimer, nan"
87293,"Josef Rusnak, Gregory Gieras, nan, nan, nan, nan, nan, nan, nan, nan"
87296,"nan, nan, nan, Kihachi Okamoto, Kihachi Okamoto, nan, nan, nan"
87300,"W.W. Young, nan, W.W. Young"
87302,"nan, Richard W. Haines, Richard W. Haines, nan, nan, nan, nan, nan"
87308,"nan, Abbas Kiarostami, Abbas Kiarostami, Abbas Kiarostami, nan, nan, nan, nan, nan, nan, nan"
87311,"Bradford May, nan"
87321,"Dennis Dimster, nan"
87335,"nan, Michele Lupo, nan, nan, nan, Massimo Felisatti, nan"
87339,"Kiyoshi Kurosawa, Kiyoshi Kurosawa"
87343,"James Keach, nan"
87349,"nan, nan, Carol Reed, Carol Reed, nan, nan, nan, nan, nan, nan"
87358,"nan, Phil Karlson"
87362,Enzo G. Castellari
87368,"Muriel Coulin, Delphine Coulin, Delphine Coulin, Muriel Coulin, nan, nan, nan, nan, nan, nan, nan"
87380,"Marco Berger, Marco Berger, nan, nan, Marco Berger, nan, nan, Marco Berger"
87387,Vikram Jayanti
87388,"Robert L. Collins, Robert L. Collins"
87392,"nan, nan, nan, nan, Sarah Maldoror, Sarah Maldoror, nan, nan, nan, nan, nan"
87394,Patrice Leconte
87408,"Mohammad Rasoulof, Mohammad Rasoulof, Mohammad Rasoulof, nan, nan, nan, nan"
87415,"nan, Jean-Marie Straub, Jean-Marie Straub, Jean-Marie Straub, Danièle Huillet, Danièle Huillet, Danièle Huillet, nan, nan"
87417,"nan, nan, Jimmy Nickerson, W.D. Richter, W.D. Richter, nan, Jack Sher, Howard Zieff, nan, nan, nan, nan, nan"
87421,"nan, nan, nan, nan, Vin Diesel, David Twohy, David Twohy, nan, nan, nan, nan, nan, nan, nan, nan, nan"
87428,"nan, Brandon Trost, Sean Anders, nan, nan"
87436,"nan, Xavier Gens, Angela Bettis, nan, Jake West, Jake West, Noboru Iguchi, Noboru Iguchi, Andrew Traucki, Simon Barrett, Anders Morgenthaler, Yoshihiro Nishimura, Yoshihiro Nishimura, Yoshihiro Nishimura, Banjong Pisanthanakun, Marcel Sarmiento, Ti West, Ti West, Adam Wingard, Adrián García Bogliano, Adrián García Bogliano, Yudai Yamaguchi, Yudai Yamaguchi, Nacho Vigalondo, Nacho Vigalondo, Ernesto Díaz Espinoza, Hélène Cattet, Hélène Cattet, Bruno Forzani, Bruno Forzani, Simon Rumley, Simon Rumley, Ben Wheatley, Kaare Andrews, Kaare Andrews, Jason Eisener, nan, Thomas Cappelen Malling, Jon Schnepp, Jon Schnepp, Timo Tjahjanto, nan, nan, Jorge Michel Grau, Srđan Spasojević, Srđan Spasojević, nan, Lee Hardcastle, Lee Hardcastle, nan, nan, nan, nan, nan, nan, nan, nan, nan"
87440,"nan, Brian Dannelly, nan, nan, nan, nan, nan, nan"
87462,"Phil Alden Robinson, nan, nan, William Lustig, nan, nan, nan, nan, James Lemmo, nan, Howard Smith, nan, nan, nan"
87481,"Zhang Yang, nan, Zhang Yang, nan, nan, nan, nan, nan"
87489,Roy Frumkes
87492,"nan, nan, nan, nan, Bennett Miller, Bennett Miller, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, E. Max Frye, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan"
87496,"Robert Redford, nan, nan, nan, nan, Robert Redford, nan, nan, nan, nan, nan, nan"
